fold,validation_start,total_return_pct,max_drawdown_pct,number_of_trades,win_rate_pct,profit_factor,average_trade_return_pct
1,2025-09-04,0.17394773210002157,-0.46323624055706336,2,50.0,13.739244471593238,0.08717070626679257
2,2025-11-14,-0.24554424799999586,-0.5959507898896987,1,0.0,0.0,-0.2458308555865818
3,2026-01-30,0.0,0.0,0,0.0,0.0,0.0
4,2026-04-15,0.0,0.0,0,0.0,0.0,0.0
