trial,robust_score,train_score,validation_score,param_rsi_buy_min,param_rsi_buy_max,param_rsi_sell,param_relative_volume_min,param_macd_hist_min,param_require_rsi_rising,param_require_volume_rising,param_require_macd_rising,param_use_15m_confirmation,param_rsi_15m_min,param_relative_volume_15m_min,param_macd_hist_15m_min,param_required_15m_rising,param_stop_loss_pct,param_take_profit_pct,param_use_trend_entry,param_trend_rsi_min,param_trend_rsi_max,param_trend_relative_volume_min,param_trend_breakout_lookback,train_total_return_pct,train_max_drawdown_pct,train_number_of_trades,train_win_rate_pct,train_profit_factor,train_average_trade_return_pct,train_average_holding_minutes,train_minimum_holding_minutes,train_maximum_holding_minutes,train_average_holding_bars,validation_total_return_pct,validation_max_drawdown_pct,validation_number_of_trades,validation_win_rate_pct,validation_profit_factor,validation_average_trade_return_pct,validation_average_holding_minutes,validation_minimum_holding_minutes,validation_maximum_holding_minutes,validation_average_holding_bars
1641,0.9334896202679461,-20.859542385779182,6.148375216712742,34.04243527323568,63.252686668045584,68.84730816586419,1.399924482460508,0.0,False,False,True,False,40.59201249637371,1.4438047249836816,0.0,False,0.01,0.01,True,57.60572700895938,74.83111682198944,1.437754415348255,18,-7.6511030061944485,-13.29860574860977,236,54.23728813559322,0.886714695643741,-0.031245573405771287,97.62711864406779,0.0,3955.0,3.9661016949152543,6.604358958098233,-3.650618206712164,79,58.22784810126582,1.4351547033195984,0.08272713547772244,244.43037974683546,0.0,5445.0,4.7594936708860756
2812,0.928970105263325,-5.534366599964113,2.3125617552543534,28.255914448417084,61.570561161110916,78.68504874024693,1.721663816832165,-0.01,False,True,True,False,55.09857304189207,1.3471852345893573,0.0,False,0.0125,0.025,True,48.28365915105262,71.04399872815885,1.3830418621383225,24,2.7490396810902817,-9.376856764173658,109,42.201834862385326,1.062418651276648,0.03038224887134634,250.27522935779817,0.0,3980.0,9.155963302752294,6.917169366672771,-6.70519180407303,39,46.15384615384615,1.6425368137306313,0.17663311040650287,500.12820512820514,0.0,5485.0,10.64102564102564
910,0.916593627034159,-10.870854974821517,3.6343073707395384,36.17049575334571,59.69541728515608,74.20404285811733,1.4206002632836747,0.0,True,False,True,False,44.377225533088236,1.2532880779559914,0.0,False,0.0125,0.015,False,59.06363102086375,77.5749606755534,1.4282637279916974,24,-2.2007220167523656,-9.114068319485602,44,45.45454545454545,0.9155743547979622,-0.04325288216567252,287.3863636363636,0.0,3955.0,10.977272727272727,4.0635461253045735,-3.2179711565017866,18,55.55555555555556,1.5347427199673915,0.22855673683141575,1246.111111111111,5.0,5445.0,11.88888888888889
2520,0.9157573585529843,-2.9250164259742473,2.9885966420319976,37.79003865104618,60.47088224520546,74.8697870614888,1.0707651002381122,0.0,True,False,True,False,60.913873442759936,1.2581747284708102,0.0,False,0.01,0.025,False,59.81112665764793,66.17938322215265,1.2132272235449415,6,11.44274132041736,-14.406312590253812,108,40.74074074074074,1.2168787844072273,0.1088801336271892,427.26851851851853,0.0,4035.0,12.12037037037037,4.734815435490103,-4.062821804995719,55,43.63636363636363,1.273054126706181,0.08879590982192356,660.0,5.0,5450.0,13.309090909090909
1649,0.9121825607003142,-22.477659647580527,6.531597472595446,26.510673840441843,51.17024666331781,69.07975840974628,0.86571391110998,0.0,False,False,True,False,55.10121488050456,0.9341733056751833,-0.01,True,0.025,0.02,True,56.280261438597364,65.88897817164043,1.1705489748735853,18,-2.806544701225122,-18.409618901358616,200,44.0,0.9739391202285762,-0.005084901432615958,372.05,5.0,5435.0,14.23,9.085054180668827,-5.024544400648468,89,43.82022471910113,1.307212865570121,0.10215177432129831,502.64044943820227,5.0,5450.0,13.629213483146067
2601,0.9098399317966548,-14.312690266536567,4.4880124984307965,32.36470913313248,45.83670068645472,60.820220367116754,1.7638454992800248,-0.01,False,False,False,False,45.78481299951642,1.1862414984462055,0.0,False,0.02,0.02,True,59.12714677446979,66.7813833018978,1.1654609538156724,24,-6.671870191898332,-8.173683223158768,67,46.26865671641791,0.6539405466545772,-0.10019857635095446,77.76119402985074,0.0,1105.0,3.014925373134328,4.1846320651948155,-3.0659684261020392,32,59.375,1.7522273105756863,0.13176047492131915,497.1875,5.0,5450.0,3.625
4398,0.9072843187337711,-8.936431794332691,3.141392267316944,47.88326400633039,57.09963083886013,65.59010610382411,1.622219351084305,-0.01,False,False,True,False,53.67701503576512,1.4391048173915468,0.0,False,0.0125,0.015,True,49.18145736270978,66.97094750006924,1.4715562949229914,12,-4.6545301665635535,-5.630862589969066,56,51.78571428571429,0.7739748826519393,-0.08210891877453995,116.78571428571429,0.0,1110.0,4.607142857142857,1.9183458153050337,-2.401241528143938,14,78.57142857142857,1.6754465271755077,0.13830437964807984,171.42857142857142,5.0,1105.0,4.285714285714286
1383,0.903921309238819,-22.37040097748597,6.496521553610312,25.07305016713963,46.58059944951297,73.7808143878409,1.044417819871838,0.0,True,True,False,False,44.33371090198389,1.298403058630213,-0.01,False,0.015,0.01,False,50.66716346877836,77.61644166063937,1.004413365940423,6,-9.03570744024501,-12.508773651270555,46,43.47826086956522,0.6478055396372853,-0.20093576070332028,371.30434782608694,0.0,3955.0,12.695652173913043,5.273440427967824,-2.7979598193197286,19,63.1578947368421,2.1782486700368713,0.27449804877778144,851.3157894736842,0.0,5445.0,17.105263157894736
1075,0.9009323647152874,-8.015472347352784,2.9048004515534833,33.21483538208705,59.87940517059275,69.54349611636928,1.447884180362382,0.0,False,True,True,True,41.57205633598836,1.3088943096835557,0.0,False,0.015,0.01,True,51.59087674577382,73.1067186058534,1.2655435379258047,24,-0.806851740611525,-8.33476133103349,52,63.46153846153846,0.9470668585465555,-0.012830906371303215,110.0,0.0,3980.0,2.8461538461538463,0.8541985711792766,-1.193345737179985,16,68.75,1.3381893678994585,0.05447416211009776,16.5625,0.0,75.0,3.3125
3413,0.8996439187589143,3.713873733184352,1.1375429644535973,33.71018961005554,63.015754224873625,66.21875763714115,1.6162503099435954,0.0,False,False,True,False,46.285720606782796,0.8188232552146741,0.0,False,0.0125,0.02,True,55.428337718992005,79.68808078902318,1.2985893132380042,12,10.357185152037452,-8.271584520241671,363,50.964187327823694,1.11792365659501,0.029802085023194785,87.10743801652893,0.0,3955.0,2.8264462809917354,4.525347757083598,-5.731217744709971,136,50.0,1.1841449255049759,0.03427873803309656,140.77205882352942,0.0,5450.0,2.5220588235294117
1459,0.8906840606320845,-24.771428022765846,7.083541066323546,27.677138261366782,59.34447044349012,76.31163761392577,1.794163403128748,0.0,False,False,False,False,60.3607086317361,0.8651729084720066,-0.01,False,0.02,0.0075,True,59.773382134928525,78.19218395813267,1.4670135221058198,18,-10.747432761122443,-13.889956786577496,190,54.21052631578947,0.8361601301751199,-0.05663332753898178,121.6842105263158,0.0,3980.0,5.294736842105263,8.488486698127362,-4.566903408085354,72,61.111111111111114,1.5743076040537691,0.11520586385343291,201.45833333333334,0.0,5445.0,5.708333333333333
2194,0.8764986472951524,-13.398813889416331,4.226202119649235,25.571269213176382,51.47295387017356,68.16805854039606,1.5516467338156112,0.0,False,True,True,False,54.98956524769281,0.9796740054946553,-0.01,True,0.02,0.025,True,56.3035661602341,65.69274899251381,1.4743286260460682,24,-4.442138824459951,-9.240448307398342,41,48.78048780487805,0.8055170421293227,-0.10282057257360555,302.1951219512195,5.0,3960.0,10.536585365853659,4.195555889060043,-3.6743442333789234,11,45.45454545454545,2.4029904088146243,0.38114418881205886,1275.4545454545455,20.0,5450.0,14.545454545454545
3367,0.8578812769845952,-21.172802539687773,6.151081911906538,45.54834811550934,48.956915394659795,58.42911622376794,1.7218584596821933,0.0,False,False,True,False,60.23758767996417,1.299205890892806,-0.01,True,0.015,0.01,True,50.83465068375422,76.46642569278903,1.4498517673314542,24,-9.19383111466029,-12.034346711958143,209,46.411483253588514,0.7571548665656153,-0.04489600757763323,48.63636363636363,0.0,3955.0,1.200956937799043,4.191642301072185,-1.676859469053571,70,50.0,1.5703426314342117,0.05939389262469967,19.857142857142858,0.0,1055.0,0.9714285714285714
4255,0.8555497380300192,-11.566613796641592,3.7472031871904172,28.308455997202103,55.0649197184337,74.4373952264679,1.018338470161464,0.0,False,True,True,False,55.06360009387076,1.4472930570111626,0.0,True,0.0075,0.015,False,56.8343318049482,70.96418583907116,1.0698886945066126,24,-2.007008261941623,-10.049125745690347,87,35.63218390804598,0.9461053128346967,-0.019128560968195707,308.39080459770116,0.0,3955.0,10.436781609195402,4.281596506743401,-3.1457825303922493,39,48.717948717948715,1.3556505793855687,0.11120434393524616,662.8205128205128,0.0,5445.0,12.256410256410257
4381,0.8239371515052492,-13.749572837556538,4.261330360894384,29.030161221050903,44.208695253597604,65.28370581110795,0.9113392070301923,-0.01,False,False,False,False,57.968533548965056,0.9890772009958717,-0.01,True,0.015,0.015,True,59.14457569048666,65.4356011821104,1.1524718185470084,12,-2.0293830752448505,-12.089334699320487,132,46.96969696969697,0.9680564482966536,-0.009579641732641146,371.47727272727275,0.0,5430.0,10.931818181818182,5.5535157712480965,-3.9799276236476944,54,53.70370370370371,1.379100030087887,0.10321113921081672,407.4074074074074,5.0,5445.0,13.037037037037036
121,0.8196335593239841,-32.05551349674732,8.833511933510813,38.098610385101985,63.67071884488542,67.8101506202709,1.7906952974829662,0.0,True,False,True,False,45.0915346257038,1.280377172777595,0.0,True,0.015,0.05,True,48.725401426956225,74.56592887640983,1.4570374187137007,24,-10.684553556856713,-19.695179642809435,182,53.2967032967033,0.7880536984580812,-0.05924089822137435,83.9010989010989,0.0,3985.0,3.5274725274725274,8.1490219771154,-3.0526969192356312,63,57.14285714285714,1.8183359750552057,0.12685241052486318,263.73015873015873,5.0,5450.0,4.079365079365079
3311,0.8192030853873808,0.5301469607397297,1.1332924091398382,34.659155081637834,62.261357150622295,71.73508178725346,1.314402412312308,0.0,True,True,False,False,48.896680269163625,0.8838904296412087,-0.01,False,0.0075,0.02,False,52.008326617575555,72.34080933292672,0.9266584518149076,6,4.211348659364567,-5.362846022342637,52,36.53846153846153,1.1810577323561526,0.08526121847537768,238.84615384615384,0.0,3955.0,8.423076923076923,1.9782183396776176,-3.1365713683117358,17,41.17647058823529,1.3881725787247896,0.11996812400349673,1028.235294117647,5.0,5450.0,12.941176470588236
3917,0.8150420308153241,-8.731333908123444,2.997875507846185,27.53161051626204,53.081071471630594,79.28869623698493,1.5649036864929227,0.0,False,False,True,True,50.2843889694816,1.264093939905251,-0.01,False,0.0075,0.04,True,55.23879019322499,76.07176303233987,1.189832734868898,24,-1.4587352290749367,-8.075575444012761,61,40.98360655737705,0.928132329879935,-0.020139468633712233,148.0327868852459,0.0,3940.0,6.39344262295082,2.5594364080928855,-2.5298491987681526,21,47.61904761904761,1.625579763888359,0.12304668721829094,88.0952380952381,0.0,1095.0,7.619047619047619
663,0.8139256387046121,-12.268231002022727,3.880983389210294,38.29406093027888,62.62118289954322,79.4825650295597,0.9508897938580364,-0.01,False,False,True,True,56.876536272816125,1.073210046539581,0.0,False,0.0125,0.015,True,48.876309440881656,74.71759795120624,1.0708763174349858,24,-3.9264978593758992,-9.092141965545952,79,46.835443037974684,0.8644903023507452,-0.0466992073649595,136.9620253164557,0.0,3940.0,6.810126582278481,4.3826199378582675,-3.515540705076081,28,46.42857142857143,1.7894786027504659,0.1562915718447399,109.82142857142857,5.0,1095.0,6.964285714285714
1046,0.8111690524690545,-21.40647140307057,6.162786903236697,26.136803307444247,44.566664227311,64.07045546744422,1.0995018881947793,0.0,False,False,True,False,60.174804697628616,1.1762639699828936,-0.01,True,0.005,0.05,False,49.84109096157989,76.40527111361749,1.2322828836449737,18,-10.148270803622761,-10.338032174181677,53,18.867924528301888,0.5046540851421668,-0.1992521062043576,181.03773584905662,0.0,3950.0,9.49056603773585,5.211910239603701,-2.205504101170974,22,40.909090909090914,1.7797166479432636,0.23709870073344577,582.9545454545455,0.0,5450.0,12.954545454545455
2356,0.8081945295813218,-10.153803270185563,3.3466453471277124,34.415105469678736,52.96463244905062,72.15690823043637,1.4368051707544551,0.0,True,True,False,False,59.069795054462745,1.481336471353936,0.0,False,0.01,0.03,True,52.71838597523956,65.25053926384138,1.2117863425899267,18,-4.10395440561393,-6.893764644859102,53,39.62264150943396,0.8299360742090447,-0.07400393466016336,261.60377358490564,0.0,3965.0,9.754716981132075,4.012024827307092,-3.3268027506687003,17,35.294117647058826,1.7448277368102127,0.23869276667338143,1011.4705882352941,5.0,5450.0,9.588235294117647
3938,0.8078331649301883,-3.2848629645082235,1.6732283507408272,38.20343731264425,61.31995744724854,65.54286958045972,1.8897267772196615,-0.01,False,False,False,True,47.47874365806376,1.4804756418893432,-0.01,False,0.01,0.05,True,52.630065994877505,77.39520032927537,0.8980888263944344,12,0.675552231933918,-5.768476531960253,69,49.275362318840585,1.049782148087576,0.011626384077519078,78.33333333333333,0.0,3935.0,1.2318840579710144,0.4546550085160028,-1.3625222425104444,18,50.0,1.1611507635752532,0.026267460786775592,4.722222222222222,0.0,5.0,0.9444444444444444
1877,0.8041980901129344,-8.696782578948554,2.978393734850073,33.45944521096273,45.293347980829154,72.11936328093697,1.2216538906003191,0.0,False,False,False,False,59.04634292306602,1.352025844759442,0.0,False,0.0125,0.0075,False,48.52771926148778,72.48079507861537,1.4601168822144173,6,-3.2815368783521426,-6.507034746049567,41,53.65853658536586,0.8235846668388208,-0.0774463845361636,246.9512195121951,0.0,3985.0,9.731707317073171,2.0531119687903887,-2.2715540575489968,12,66.66666666666666,1.5409273364417313,0.17353680575461494,1501.25,5.0,5445.0,14.25
