trial,robust_score,train_score,validation_score,param_rsi_buy_min,param_rsi_buy_max,param_rsi_sell,param_relative_volume_min,param_macd_hist_min,param_require_rsi_rising,param_require_volume_rising,param_require_macd_rising,param_use_15m_confirmation,param_rsi_15m_min,param_relative_volume_15m_min,param_macd_hist_15m_min,param_required_15m_rising,param_stop_loss_pct,param_take_profit_pct,train_total_return_pct,train_max_drawdown_pct,train_number_of_trades,train_win_rate_pct,train_profit_factor,train_average_trade_return_pct,validation_total_return_pct,validation_max_drawdown_pct,validation_number_of_trades,validation_win_rate_pct,validation_profit_factor,validation_average_trade_return_pct
4975,6.745743426263107,3.1157418796816443,5.974723378415136,49.429506699160726,53.30316480580866,73.31092628293513,0.8948709597770326,-0.01,True,False,True,False,45.22097749865346,1.0467042536620408,-0.01,True,0.0075,0.01,2.859958325954981,-2.3502532212652194,38,36.84210526315789,1.3845053166966865,0.07585647184851832,2.820381215592782,-1.2785755609727834,18,50.0,2.381707742692222,0.15597094898045258
3395,6.47023096357319,4.811251569001303,5.567236402547,46.46636280871984,61.96399358362708,65.59353465003403,1.6444121200885748,-0.01,True,False,False,False,46.7626798585518,1.3277410641769625,0.0,False,0.005,0.025,3.2782822260766675,-1.5661736083330213,27,44.44444444444444,1.5545316429680165,0.12209509429930483,1.7791905699559907,-1.089656118093696,10,70.0,2.433410653472086,0.1779746843049046
4860,6.218418362336452,0.17997301647957453,6.173425108216558,25.9897818897287,67.6808343945644,77.46337173974226,1.4082774197835355,0.0,False,False,True,True,49.6983639395566,1.1670534045606162,0.0,False,0.0125,0.025,0.1413876904485356,-1.7073491170806365,13,23.076923076923077,1.0541555072289153,0.013634921716625222,2.120926571371262,-0.7532824909999958,10,50.0,2.5960677670635275,0.21359855760150315
1338,6.146095708953524,-14.45508577463147,9.759867152611392,47.18560403606286,65.95987427027146,72.61109064226929,0.9171723790638395,-0.01,False,False,False,True,43.54019080962718,0.9463631737068858,0.0,True,0.005,0.015,-6.642091972420461,-6.642091972420461,25,8.0,0.0530807755430446,-0.2746628087581939,2.8915290183284315,-0.9707882716509131,12,58.333333333333336,4.530104538119957,0.23931730166668885
4310,6.082909252280678,-4.560492694180481,7.2230324258257985,35.936337046764606,63.54076848535254,70.69241606817171,1.6273873417834759,0.0,False,False,True,False,49.87699566165334,0.7638404777603279,0.0,False,0.01,0.0075,-1.0254947239431322,-5.068731741718624,47,46.808510638297875,0.9298309960966489,-0.019719705038485587,4.038902141450662,-1.4044726293770182,14,64.28571428571429,2.3426711902547495,0.287493855484897
4375,5.73635585815661,-2.632074279405174,6.394374428007904,49.893757583840625,53.16263732332897,68.30631265712002,1.068858660612938,0.0,False,False,True,False,46.346373249818484,1.330626615516104,0.0,True,0.0125,0.01,-1.085959271807324,-2.948110174948415,23,34.78260869565217,0.8089136914497507,-0.04633593201643239,1.8869850303217195,-0.5229932000242576,10,50.0,2.7074205984776714,0.18837365596377498
4891,5.627748553479119,-0.9164248847088028,5.85685477465632,43.35332627527934,65.00521287771622,75.2948949208761,1.7131121150153557,-0.01,True,False,False,False,45.793192748443985,1.0814449917093398,0.0,False,0.005,0.0075,-0.5963369862826196,-2.2788080398062682,31,41.935483870967744,0.9198083159415313,-0.018041197929837934,2.297770175996172,-0.8145017023607704,12,58.333333333333336,2.193696706629629,0.19108711700147143
473,5.503858717634801,0.6698076008650224,5.336406817418545,49.43809070542008,66.04389501351179,70.17883207216214,1.687031360499379,-0.01,False,False,True,False,43.60338756237031,1.2960005028379746,0.0,False,0.0125,0.015,1.3757248330785732,-2.8829792410776323,29,41.37931034482759,1.1868137414912918,0.049712756953418175,3.3085810468006738,-2.1787690007049276,14,64.28571428571429,2.2170484905231636,0.23694170831723743
366,5.24500123706267,2.8259521854210097,4.567208453521243,49.83530023886348,57.41263829615318,66.89605615992855,1.105169709004806,0.0,True,False,True,False,51.247972743504555,1.178001153800203,-0.01,True,0.005,0.0075,2.572213211813623,-2.3528204845360556,48,39.58333333333333,1.2820652750738595,0.05409553970978434,2.428736897744499,-1.2183373980498624,23,43.47826086956522,1.7078853906318443,0.10552456731266721
726,5.1880134845485255,-5.687401603833865,6.609863885506992,39.20516428189785,67.68558011462794,79.44526648601394,0.921760297394757,0.0,False,False,True,True,44.65284352821449,0.7672070522940438,-0.01,False,0.01,0.025,-1.4039738688395031,-5.437889533441609,62,27.419354838709676,0.8970313900223044,-0.020735249269984803,4.581743058778254,-2.0419008565524144,32,40.625,2.298664598279504,0.14199985520708325
1752,5.0920009063256355,-3.70715355152144,6.0187892942059955,35.999457291535876,65.3419122168166,73.22435625880226,1.590263573137345,-0.01,False,False,False,False,44.898161063825505,0.9553863427279983,0.0,False,0.005,0.025,-0.05774982651886029,-5.090556250017175,50,36.0,0.9958610583459263,0.0015109714572376642,3.272690340178408,-1.0584600215699846,20,50.0,1.9127826539933785,0.16370271004274073
